text,HS,Abusive,HS_Weak,HS_Moderate,HS_Strong
user rezim bangsat,1,1,0,1,0
jaga budaya aman kendara piaggio indonesia luncur kampanye safety style,0,0,0,0,0
user user user user kerja campur aduk sempat kembang ilmu butuh kenal warna contoh bidang seni rupa larang buta warna,0,0,0,0,0
retweet user iklanahokjahat darah didih bangsat penuh propaganda islam radikal,1,1,1,0,0
user habis pikir fanboy ahok bodoh bodoh iya erti sejarah gampang jebak iklan maaf iya,1,1,0,1,0
user user jamin hidup tenang bahagia kalo ganti presiden,0,0,0,0,0
user teriak teriak baca buku karya samuel tumanggor mantan aktivis gera mahasiswa kristen indonesia npada halaman beliau tulis kristen gue,0,0,0,0,0
muliaty kawan kenal sd siswi chinese kelas katolik santo petrus teddy lindra,0,0,0,0,0
user user top kpk berani meriksa orang kpk mah tebang pilih doi kampung,1,1,0,1,0
user tau bank deh nukar valuta asing toko toko jual emas ntpi bni sih,0,0,0,0,0
deklarasi pilih kepala daerah aman anti isu bohong warga kedungcangkring jabon,0,0,0,0,0
user user user user ngomong-ngomong bionya soeharto did nothing wrong o yauda gue tim mawar culi aktivis bantai partai komunis indonesia korban juta iya ngarti,0,0,0,0,0
tim ahok otak wc otak tumpul anies komit pancasila ahok kafir pancasila,1,1,1,0,0
user budha kafir teroris,1,1,0,1,0
user user anjing homo user gonggong nya keras mampu nlu angka njiing,1,1,1,0,0
user pabrik sweeping ikut atur memang negara milik nenek sontoloyo,1,1,0,1,0
makna tambak gelar datuk seri ulama setia negara ustaz abdul somad salam lembaga adat melayu riau malam harga tokoh ubah rebuplika anak jati riau anak bangsa cinta negeri,0,0,0,0,0
user kroasia fpk front bela kristen katolik,0,0,0,0,0
mas icing cina ya nuser,0,0,0,0,0
obrak abrik pastiin beranta pergi nkan bajing iya,1,1,0,1,0
kunyuk like thok read,0,1,0,0,0
sak karepmu lit silit,0,1,0,0,0
kancah politik â alir sajaâ budaya politik perilaku politik â faithâ ambil buku kang syaikhu karya adi siregar user alumni sekolah akuntansi negara â user,0,0,0,0,0
koruptor pribumi suruh kabur tangkap contoh nazarudin informasi tangkap bocor kpk nazar imbal usd juta nlalu jabat polda antar kawal nazar pesawat cerita kolombia nitulah kpk nbejat,1,1,0,1,0
beli kitab kuning roudhatulkutub promo lho order smswa pinff recommended,0,0,0,0,0
user tki wanita hongkok hina sebut babu mulut tulang manusia kampung,1,1,1,0,0
indonesia marah emosi pengin gebukin bilang tolol arab saudi senang bilang tolol bisnis dengar talal,0,1,0,0,0
ahok menang pilih kepala daerah video sex bareng anak tan url,0,1,0,0,0
tolol deh ditungguin bangsat,1,1,1,0,0
nurul arifin tekad kota bandung jakarta user user,0,0,0,0,0
user user autis bahan canda,0,0,0,0,0
wanti wanti orang pakai nama gereja katolik,0,0,0,0,0
asik iya mati mati dukung anggap bantuin kampanye saracen anies,1,0,1,0,0
user telpon user mas pas pilih kepala daerah kemarkn pilih user nasib user ð ð,0,0,0,0,0
kebangaan spirit juang timnas garuda mbok rusak sinis komentator dengar suara komentator iya datang stadion riak orang orang lho orang cari duit disinisin huu silit,0,1,0,0,0
umat hindu permak tentara budha radikal teroris muslim rohingya,1,0,0,1,0
user user yaelah lihat film si partai komunis indonesia rujuk xf kali f kali kali nlu baca buku manai sophiaan njudulnya hormat hak nbiar melek politik suharto nbanyakin baca posting gambar kartun indak,0,0,0,0,0
user sarap tidur enak sih wkwk,0,1,0,0,0
suka anime cerita janji iblis nya,0,0,0,0,0
user user marah teh mas bilang etnis cina kasih sempat pimpin indonesia cz watak asli jajah,1,0,0,1,0
user pengin eek kamar mandi kecoa ih takut xf kali f kali xad xf kali f kali xad xf kali f kali xad xf kali f kali xad xf kali f kali xad xf kali f kali xad xf kali f kali xad xf kali f kali xad xf kali f kali xad xf kali f kali xad xf kali f kali xad,0,0,0,0,0
pangkal radikal eslam konyol sontoloyo jual ibul agama kawan guntur romlah situ kualitas radikal terorisme radikalisme ini erti kawin terorisme radi,1,1,0,1,0
soal sederhana ganjar pranowo baca ulang puisigus mus ulama kenal produktifitasnya sair acara â ros kandidat bicaraâ maret,0,0,0,0,0
percaya bahawa manusia dunia uji allah swt xe kali xa kayak uji sifat tamak xe kali xa miskin uji susah npercayalah bahawa golong lgbt uji hebat rana allah uji,0,0,0,0,0
terimakasih orang idiot buka hati erti sahabat,0,1,0,0,0
screenshot lupa kuposting xf kali f kali xa ketawa siri budek dengernya bunggus xf kali f kali xb url,0,1,0,0,0
user cebong is kepala isi perutmya prof,1,1,0,1,0
tamu jokowi,0,0,0,0,0
sipit mata orang orang bilang sipit mata melotot,0,0,0,0,0
user lemah polisi hukum pilih bui kerja sosial mandi singa setia kebun binatang,0,0,0,0,0
orang tionghoa pinggir sebar masyarakat bawah bahasa indonesia tuju tka rrc nama jalan rrc nikah pakai adat daerah bandung,0,0,0,0,0
retweet user niikmat banget duo cogant abizz ngentot xf kali f kali kali xf kali f kali kali xf kali f kali kali xf kali f kali kali xf kali f kali kali xf kali f kali kali xf kali f kali xa xf kali f kali xa xf kali f kali xa url,0,1,0,0,0
isu bohong ala user sihir juta rakyat indonesia moga rakyat indonesia tipu pilpres yuk user user tonton bareng video isu bohong ala jokowi,1,0,1,0,0
user pimen yen kerja ning slawi perek hotel grand dian ana toko matrial kue gone nyong digawe bae pimen xf kali f kali kali xf kali f kali kali xf kali f kali kali kali temboke wkwk,0,0,0,0,0
nisanjinan brengsek ketawa xf kali f kali xad,0,1,0,0,0
user halaah gaduh orang iya tenang lapak asai tinggal kue gerombol kemarin lapar maling susah rakyat parah,0,0,0,0,0
santun anak yatim piatu iya indak orang sih anak yatim piatu golong muslim agama kristen katolik hindu budha lain nya iya santun nenurut atur agama allah,0,0,0,0,0
usaha china reklamasi pulau batal jokowi lengser,1,0,0,0,1
user mata sipit berita turun pasti tujuh musim siar,0,0,0,0,0
user tentang sih cina kafir ahok kriminalisasi polisi rekayasa hukum nya,1,1,0,1,0
usir depak cina amerika komunisme sekuler liberalisme demokrasi ganti hukum allah rasul gus syams,1,0,0,0,1
user user user mulut nya dedemit,1,1,1,0,0
kemarin masuk kelas teman sarangeul haetda an edan sefamous lagu,0,1,0,0,0
praktisi spiritual rujuk kitab hyang widhi sebut tuhan maha esa agama hindu gusti allah sembah leluhur bangsa jin tinggal awang awang bahasa,0,0,0,0,0
ulat ulat bangkai mati api padam orang garam api,0,0,0,0,0
user banding foto jangn kayak siiichhh xf kali f kali xb nyerem kejar banci xf kali f kali xa,0,0,0,0,0
agama coba pikir tuhan iblis ulama arab bilang benci yahudi doktrin amp rentet cicit cucu lain kutu orang,0,0,0,0,0
user user user golong cebong kaum sial diri xf kali f kali kali xf kali f kali kali xf kali f kali kali,1,1,1,0,0
user apankah ganti kafir syiah jil komunis,0,0,0,0,0
user tuju habiisssss bu puan wapres jokowi,1,0,1,0,0
user aseng banget huhuhu xe kali xa,0,0,0,0,0
fifa siasat isu suara monyet xe kali kali aksi perancis russia nurl url,0,0,0,0,0
user user mas bong mas bong lupa iya presiden kelompok cebong nikmat maju bangun cebong kecuali turun onta wn jasirah,1,1,1,0,0
perintah korut legal ganja perintah diktator komunis legal rakyat musingin pimpin,1,0,1,0,0
user user user user user user user user user user user pakai jilbab komunis knalpot pakai saring orang nu hrsnya mulut saring,1,0,1,0,0
sedia atlet official tonton suporter negara asing tamu tamu bambang jakarta senin,0,0,0,0,0
user dasar ulama cebong,1,1,1,0,0
usir cina partai komunis indonesia nkri,1,0,0,0,1
nyata anies sandi trlibat saracen url,1,0,0,1,0
awas provokasi jokowi antek cina anti islam,1,0,1,0,0
solat kiblat negeri punya orang arab suruh dai bicara bangsa lukman,1,0,1,0,0
retweet user paksa layanin kontol dosen nurl,0,1,0,0,0
nemu tulis banking non bank urus bank indonesia urat nadi ekonomi ngurut dada sedih sebel tahan marah salah professional perban,0,0,0,0,0
khianat uud angket nya kesini ngena lengser jokowi,1,0,0,0,1
umat islam toleran umat kristiani budha rindhu cina usir url,1,0,0,0,1
bani makan pisang kak han lho lihat orang kepleset kulit pisang naroh kulit pisang lantai jalan pura pura lihat licin kak han nyha serah xf kali f kali xad,0,0,0,0,0
cc user miss ann user partai kalah partai ajak follower mu ribu,1,0,1,0,0
gubernur jabar user damping presiden republik indonesia user tinjau laksana bangun bandara bijb kertajati user majalengka selasa cc user user user user,0,0,0,0,0
cinta sejati buta keliling gto,0,0,0,0,0
user pers dorong tipu islam buka indonesia bebas jerat islam,1,0,0,1,0
user indonesia ganti presiden kopanye nang ruhut,0,0,0,0,0
user victor koar kayak kbakaran jenggot ngmn viktor ulang kali koar masjid jalan sih banci user guru viktor chat mesum bikin rusuh dunia ndasar munafik,1,1,0,1,0
kriteria pimpin layak lantik islam shiddiq jujur dusta tabligh sembunyi benar amanah percaya khianat fathonah cerdas ber rendah adil taat atur ilmu amp,0,0,0,0,0
user indonesia musibah umat islam berkah olang cina amp kristen,1,0,0,1,0
user lindung allah goda setan kutuk mohon allah islam mudah menyahlahkan orang,0,0,0,0,0
rilis survei elektabilitas calon walikota calon wakil walikota pilih kepala daerah kota bogor rabu april wib tempat hotel royal padjajaran hall utama jalan padjajaran no kota bogor user,0,0,0,0,0
user user munafik aku golong putih panas dingin bela sih kuli cina kejang lihat orang kagum pimpin karismatik plonga plongo xf kali f kali kali xf kali f kali kali xf kali f kali kali,1,1,1,0,0
user parah aseng asing juta nusantara xf kali f kali xac,0,0,0,0,0
retweet user cinta orba idola prabowo amp hary tanoe,1,0,1,0,0
alhamdulillahongkos haji turun dampak bank syariah,0,0,0,0,0
user hahaha babi ayat pandai otak,0,1,0,0,0
retweet user user besar jiwa anies besar ego ambisi lihat kampanye brutal sandi,1,0,1,0,0
kpk kalah layak bubar,1,0,0,0,1
user cina wni dukung prabowo langsung auto arab xf kali f kali kali xf kali f kali kali,0,0,0,0,0
biadab ahok cina kafir anak rakyat pribumi islam gusur rumah hidup,1,1,1,0,0
user abdi penting aseng,0,0,0,0,0
jokowi kalah demo jokowi kalah rizieq jokowi kalah fpi lengser rusak negara bangsat,1,1,0,0,1
user user oh rujuk orang merah temamenan bareng partai komunis indonesia kapok xc xb bego bong,1,1,1,0,0
amoroso katamsi per presiden soeharto pulang,0,0,0,0,0
bamsoet usul pilih kepala daerah dprd kpk,0,0,0,0,0
ane sih tonton gelar tiker selonjor ngopi â mantap,0,0,0,0,0
anda prabowo presiden konflik rohingya tipu prabowo,1,0,1,0,0
kena sanksi as produksi alumunium rusia ancam turun,0,0,0,0,0
retweet user user user maju cebur mundur jengkang alami mukidi,1,0,1,0,0
user iya angkat ridwan kamil sedih banget iya xf kali f kali xad lihat monyet nya loh tega nbtw kandang setia kayak deh lumut mana kandang xf kali f xa xa xf kali f kali f xbc xe kali kali,0,0,0,0,0
katolik nusantara,0,0,0,0,0
user jadi sedih warga tionghoa tetap baur kampung orang kp usaha lindung xe kali kali bahasa eh jadi lari birit birit tinggal rumah temp,0,0,0,0,0
user wasuuu cangkem po silit angel cekel ki,0,1,0,0,0
banu yahudi pergi tetap jazirah khusus arab banu najjar qurayza nadir etc,0,0,0,0,0
usul user bagus tampa user lengser user blegitu url,1,0,0,0,1
user mandi bye nabung jamban,0,0,0,0,0
user anak udik belakang minggir,1,1,1,0,0
umat islam kecewa marah rezim manusiawi ulama kriminalisasi anti kpnpun sikap saveustadalfian,1,0,0,1,0
user cacat,1,1,1,0,0
retweet user terus tuduh user partai komunis indonesia jokowi anti islam rkyt percaya kalo kampanye contoh useruser user,1,0,1,0,0
user malaysia butuh tenaga jongos indonesia indonesia kerja rakyat lapang kerja rakyat rakyat china otak mana hoi jabat bicara mulut,1,1,1,0,0
retweet user jilat kontol tegang pasuk memek,0,1,0,0,0
user random nya pengin gereja kristen rambut botak botakin pakai obat tumbuh rambut kerja piston random,0,0,0,0,0
user user user user gue marah gue gue marah sih brengsek hina agama gue salah gue gue hina junjung xf kali f kali kali nadilnya dmn anonymous ur,1,1,1,0,0
user bejat bangsat nyulik manusia iblis kali hhhhh emosi anjer,1,1,1,0,0
user user user picik picek,1,1,1,0,0
presiden user magis ð,0,0,0,0,0
tetangga perawan tua lesbi nyinyir rese,0,1,0,0,0
alkohol haram salah guna agama,0,0,0,0,0
user user user aduh ya kalo akuisisi bawa teman orang asing milik perintah,0,0,0,0,0
user user tuduh konsisten sih tuduh gus user liberal komunis xf kali f kali kali,0,0,0,0,0
retweet user bodoh asli url,1,1,1,0,0
beliau salah ulama tokoh kharismatik populer kalimantan,0,0,0,0,0
user user user eh cina setan numpang makan indonesia enak nya,1,1,0,1,0
user user user user user user user user nama bani onta minum ekstrak tinjah al urine onta user ngoaahahaa,1,1,1,0,0
retweet user benda bodo baca nih korang golong bijak pandai bingai nih ibu xe kali xa,0,1,0,0,0
subeyers aselik enak banget iya nada prestasi rezim subeye dienyek kapai kurang subeye sasar sisa rezim jabat prestasi dienyek xf kali f kali kali,1,0,0,1,0
user user lewih hayang seri nempo mnh jalema tolol nu ngan omong sangenahna tampa mikir teh mnh,1,1,1,0,0
user cebong erti notak aksesoris kepala nya,1,1,0,1,0
copas nyang nusantara islam user freefort newmont indosat aset negara tang asing,0,0,0,0,0
ahok bebas ulama komando revolusi lengser jokowi _ berita islam jokowi perintah kapolri url,1,0,1,0,0
user ohiya maaf iya setan,1,1,1,0,0
an majlis fatwa bangsa tetap umat islam haram babit program zionis masuk kelab rotary lion dsbnya,0,0,0,0,0
user banci kaleng,1,1,1,0,0
dasar fan kampang,1,1,0,1,0
user user user user user user user ilmu agama user ilmu mudah kafir diam kitab su,0,0,0,0,0
user user dua culun,0,1,0,0,0
user user partai kunyuk,1,1,0,1,0
biksu cabul langgar ajar budha muslim teroris sesuai ajar islam url url,1,1,0,1,0
user kebijakam kembali bebas kerumit xf kali f kali kali garansi rumit konsumen kembali barang cacat rusak produksi konsumen tanggal beli nikut yuk,0,0,0,0,0
user opoo mbak kismis qizmin nek nyebut eek tikus iku kismis xf kali f kali kali,0,0,0,0,0
user kacau orang,1,1,1,0,0
mata nya belo banget coy sipit ya allah diri basah an pas mos tampang nya beda banget dosa deh wkwk,0,0,0,0,0
user keren lagu nya mas,0,0,0,0,0
retweet user jisung akting sok cool lugas udik banget newbienya banget l xe kali xa,1,1,1,0,0
salah ejawantah agama candu komunis coba,0,0,0,0,0
ndakda salah usirdubesmyanmar cabutnobelsuukyi beda turun jokowi bubar dewan wakil rakyat demo,1,0,1,0,0
user profesional yahudi,0,0,0,0,0
user user user user duit haram hasil gratifikasi sogo cukong xc xb aseng reklamasi,1,0,0,1,0
bajing,1,1,1,0,0
user user sampah hina banget sampah orang,1,1,1,0,0
user user ekonomi smkn roket,0,0,0,0,0
user kecebong bajing,1,1,0,1,0
orang indonesia dongo nya banget jalan kasih jalan madam bakar manfaatin ambil jalur belakang madam asli bodoh xf kali f kali kali,1,1,0,1,0
ayuh blok komunis,0,0,0,0,0
sayang enak jilmek memek mulus memek lebat bulu sensasi,0,1,0,0,0
user gede bicara gede cocot andil dasar mulut bedebah kacung gerombol pacar akut sakit jiwa user,1,1,1,0,0
sadar ayah prabowo tokoh prri permesta ayah hilmi pks tokoh tii,1,0,1,0,0
kurung dalm hati yyynng bisu sendrri pikir ttntng lngkh bgittu paanjaang buntu jaln,0,0,0,0,0
user user bangsat keselek kentang wkwkwkwkw tolol lendir memek anjing,1,1,1,0,0
xe kali kali cyang lihat bagus jamban bikin jamban jamban keluarga juta jamban kakak jamban bangun sanitasi keluarga sehat lingkung kak,0,0,0,0,0
komunis bangsat user url,1,1,0,1,0
ayo nu lanjut lengser jokowi bantu doa,1,0,0,0,1
retweet user kalah suara salah jaman jokowi oke bilang mundur tertawa sial,1,1,1,0,0
user sipit katai sipit xf kali f kali xa,0,0,0,0,0
nyuciin piring orang jijik makan bersih iya atur kayak ngelanggar iya,0,0,0,0,0
pusing cari hilang urus surat dkp tni lu prabowo hahaha url,1,0,1,0,0
retweet user zaman orang aman orang buta huruf budek ndeso sing eruh xe kali xa,0,0,0,0,0
user user baca malas asw vn kwkwkwkwkw,0,1,0,0,0
user user caplok ind beli saham harga rp t klariikasi ajar brharga kdepan mudah kasih izin tambang asing,0,0,0,0,0
user user aish sipit nmami main raket jin oppak,0,0,0,0,0
pengin bunuh gak sakit ledak bom nuklir mahal sih,0,0,0,0,0
perhati nada kelompok garap film komedi trik raih perhati tonton peka nalhasil film lucu mata orang bom takjil,0,0,0,0,0
user gara bloon mah,0,1,0,0,0
user tenang panik khawatir npak jok ribu lapang kerja nribuan tka rrc njadi selamat ber antri ria iya nkikikikiki,1,0,1,0,0
retweet user prabowo subianto gagal maju prabowogagalmoveon url,1,0,1,0,0
sok an pengin imam ð,0,0,0,0,0
masak kalah monyet monyet cari duit,0,0,0,0,0
mbok demo bubar dewan wakil rakyat sing luwih akeh url,1,0,0,1,0
orang suka katai jokowi partai komunis indonesia antek cina asing aseng hahaha,1,0,1,0,0
user user dipake trilyun cicil hutang rejim,0,0,0,0,0
user user user user user user kaum rusuh doyan omong kotor mudah dbodohi jabat kotor nilai gelar,1,1,0,1,0
user iya corgidan harap dj mc reality show duduk malas kayak jr jalan kmana drama kalem pokok susah aron,0,0,0,0,0
user mantap memek nya croot ooohhhhh lemes,0,1,0,0,0
user memek nya,0,1,0,0,0
user user arti tanya tunggu menit iya banci gembel warnet hahahah,1,1,1,0,0
user iya lucas racun benar cakep nya racun sarap nya nmon maaf racun sarap nya,0,1,0,0,0
retweet user user user user ri prabowo maksud hahaha,1,0,1,0,0
user serah sok classy najis,1,1,1,0,0
acara setya novanto â ngototâ panggil klien izin presiden,0,0,0,0,0
kacau hukum politik sosial tanggung presiden jokowi biar lengser jokowi ayopenjarakan ahok,1,0,0,0,1
user user kilah buka cebong kapir tertawa otak salah nangkep kalimat ngata islam banyak kilah cebong kapir intoleran sara munafik makan tahi ahok minum rendeman kolor oplos kencing onta hahaha,1,1,1,0,0
user aco kunti,0,0,0,0,0
hello user user user user undang kah giat undang paslon pilih kepala daerah,0,0,0,0,0
user user user user user user user user user user user user akun ketua andre cebong susup homo user sial,1,1,1,0,0
user sipit inti mata pakai kacamata,0,0,0,0,0
idih emange modar,0,1,0,0,0
fenomena nation branding korea selatan citra girl band budaya konsumerisme abang tengah mikro bawah alias ayo,0,0,0,0,0
retweet user surabaya grand master politik sanggup samain beliau jokowi apa presiden url,1,0,1,0,0
user user user user mulut layak neraka,1,1,1,0,0
komunis sebut ulama dakwah sebut agen agama arab keras fase sama agama sebut mabuk agama lantas kecewa muncul anggap agama,0,0,0,0,0
user user getah ampas xf kali f kali kali xf kali f kali kali xf kali f kali kali xf kali f kali kali xf kali f kali kali,0,0,0,0,0
ciputra life mtf tawar produk asuransi xtra protection manfaat bayar sisa total angsur kredit tanggung alami celaka sebab cacat total kendara mil,0,0,0,0,0
ekonomi,0,0,0,0,0
orang orang tawar rumah sih yahudi jual tinggal nyahudi jual rumah harga ribu dinar ribu dinar harga rumah ribu tetangga ibn,0,0,0,0,0
dukung polri lawan berita isu bohong issu sara ujar benci dukung polri sukses pilih kepala daerah serentak aman damai,0,0,0,0,0
hakim lucu makan gizi sisa local standup kemarin user,0,0,0,0,0
user rezim nggilani aneh konyol kemarin acara rembuk aktivis tonton lawak ketawa acara hadir presiden,1,0,0,1,0
benci muslim antek komunis puluh bantai muslim,1,0,0,1,0
retweet user sampean cari cari salah lemah kpk ujung kpk bubar,1,0,0,1,0
user kangen kristen robert,0,0,0,0,0
user user jaman mas jaman seklh kristen teori evolusi diijinkan ajar tinggal ajar creationis,0,0,0,0,0
retweet user kader user bakar sekolah url,1,0,1,0,0
polisi selidik presiden unsur pidana,0,0,0,0,0
tindak ekonomi usaha manusia landas pilih untung,0,0,0,0,0
user user user user user sih bodoh bicara,1,1,1,0,0
gubernur user temu menteri negeri raja maroko noureddine boutayeb rabat april temu bilateral bahas bagi kembang ekonomi politik user,0,0,0,0,0
user naqu sayank ngewe nfr user,0,1,0,0,0
cowok ngentot ganteng banget iya tertawa,0,1,0,0,0
adatnye jelek ndia jelekkin nsupaya ngelolosin maksud nkayak bom bunuh kacau,1,1,1,0,0
jokowi motor listrik produsen motor langsung lirik papua presiden joko gue,0,0,0,0,0
masuk kelab malam â etika pemakaianâ masuk masjid terang papar etika pakai langgar pergi iran kelambu paham adab amp budaya beza adab tampak sakit,0,0,0,0,0
dengar kisah presiden soekarno masjid tutup perintah uni soviet mari simak informasi,0,0,0,0,0
semenjak libur suka bangun jam pagi untung tayang ulang roman picis ulang bapernya tambah per kak bani user bawa asa,0,0,0,0,0
user user partai komunis indonesia gaya pkiklau jambret mati kota padang jambret mati nuser partai komunis indonesia tolol menfitnah nya jambret mati menimal rumah sakit nklau,1,1,1,0,0
sektor kacau fakta bunuh bela waras orang orang negeri lengser jokowi segerasi_mpr,1,0,0,0,1
user otak diupgrade nkan enak invisible lihat anu nsaya mas kunti terbang,0,0,0,0,0
user malam iya nete xf kali f kali kali,0,1,0,0,0
user nyinyir dasar grup onta,1,1,0,1,0
user xe kali kali bincang gadis npandangan mata henti pemuda mata sipit senyum manis mata hilang gadis ai gugup maling tatap wajah,0,0,0,0,0
user babi kaulahhh maju anjinggg,1,1,1,0,0
user iya entar retweet rw lurah camat bupati gubernur ð ð,0,0,0,0,0
apa hasil depan semangat satu satu bangkit indonesia demokrasi biadab,1,0,0,1,0
ommakarom yanga makar megawati biar cina cina korupsi blbi pdip lengser jokowi,1,0,0,0,1
user katholik iya doa pakai rosario suci masuk katerdral puasa paskah,0,0,0,0,0
datang portugis diri sekolah tuju didik baca tulis hitung mudah sebar agama katolik,0,0,0,0,0
tim seniman pimpin user coba konsep jaket wakil ragam budaya indonesia mnggambarkan peta indonesia nuansa merah putih makna negara indonesia mil,0,0,0,0,0
retweet user user tipu polos user rezim anti islam politic_id,1,0,1,0,0
sepi ajar betapa hangat nya milik teman teman fairy tahi,0,0,0,0,0
user user user perlu musuh orang kafir ganggu agama rapat orang kafir perangai dakwah islam,0,0,0,0,0
user bbm harga sapa jalan tol sapa pesawat sepi jalan tol bandara modal jual beli asing aseng xf kali f kali kali xf kali f kali kali,0,0,0,0,0
tonton tros part siha orang takut bong tae gyu gara peran pas psikopat xf kali f kali kali,0,0,0,0,0
jejak bekas tapak kaki bekas langkah bekas buat jejal jejal penuh sesak penuh asak asak,0,0,0,0,0
persis ajar bebrapa laku perempuan hormat muliahkanlah lebih mulia diri assikalaibineng kitab kamasutranya orang bugis,0,0,0,0,0
user user rejim besok almarhum rp rp norang makan nasi jagung,0,0,0,0,0
tri kampang banget sih,1,1,1,0,0
bicara homo aneh bangsat bodoh pea bajing sengklek ntpi sayangghh aghh mhh,1,1,1,0,0
presiden user gelar rapat kabinet batas agenda bahas cepat laksana usaha,0,0,0,0,0
user oi brengsek url,1,1,1,0,0
detik jelang dalang malam suntuk halaman kemendagri april semalamâ,0,0,0,0,0
duga langgar asn pilih kepala daerah sulawesi tenggara,0,0,0,0,0
user bijak kembali brng cacat rusak konsumen krumitan user user user,0,0,0,0,0
retweet user user gara bela dakwa nista agama rek sukurin,1,0,1,0,0
user user karakteristik hindu islam beda nilai ajar islam sudut pandang hindu ntapi hindu nusantara banget keci,0,0,0,0,0
selamat pagi selamat semangat aktivitas salam periode jokowi â â ð ð ð presiden joko widodo jokowi catat rampung proyek strategis nasional pesan hitung,0,0,0,0,0
user haram unsur najis nya,0,0,0,0,0
ganyang partai komunis indonesia ganyang partai komunis indonesia ganyang partai komunis indonesia url,1,0,0,0,1
user panas alias babi kaaaaau wwkwkwkw njangan becandain mamah gue,0,1,0,0,0
user user user user user siti bodoh hidup indon sedekah bising malaysia makmur kayak raya,1,1,1,0,0
serapat apa sembunyi bangkai cium,0,0,0,0,0
user jadi katolik xf kali f kali kali even larang takut jaga diri but ve told him that will the exact thing that my parents if you don t just,0,0,0,0,0
user lipat lipat nogt lider sayang iya mana nih pergi kebul onta,0,0,0,0,0
user bilang srimulyani thr sih sontoloyo transfer,1,1,1,0,0
teman sial nama url,0,1,0,0,0
presiden user airport kertajati tampung juta tumpang tahap airport besar soekarno hatta,0,0,0,0,0
user nitip kacau,1,1,1,0,0
user bentuk titit bocah,0,1,0,0,0
user user user modar jha _,1,1,1,0,0
sih ruben idih banget deh kemarin kemarwn bilang nikita gausa laden orang sarap nikita bela lucinta ya dasar pantat wajan,1,1,1,0,0
user sih hak orang kafir orang hak kriteria kafir,0,0,0,0,0
wagub kayak lengser pencitraanmeikarta user user user user user user user,1,0,1,0,0
poko harry tour jakarta titit nya sunat,0,1,0,0,0
user terima kasih homo,0,1,0,0,0
beda mendsr masyarakat oposisi amp profesional rejim masyarakat profesional rejim orang gemar ingkar janji orang amanah,0,0,0,0,0
iya allah hafidz nan mujahid angkat nikmat iman balik murtad tetap murtad napalagi hamba cacat npunya amal andal,0,0,0,0,0
user user okokok,0,0,0,0,0
retweet user user gue bodoh,0,1,0,0,0
retweet user erti tni mau ngewe banci nmnding tania tni nya tania kasih memek url,1,1,0,1,0
user bangkai anak _,1,1,1,0,0
user latih bangsa biasa bom xf kali f kali kali xf kali f kali kali xf kali f kali kali,0,0,0,0,0
user sumpah gue bohong iya gue kerja pabrik feronikel milik rusia kerja banyak orang cina gue jijik jorok bab siram makan babi ular kadal gue jengkel bau badan masya allah taha,1,1,0,1,0
user dadak budek,0,0,0,0,0
user user halo hani bani switi nkarena ela akun sedanq sakit syoppinknya dua lantai nkeela nunty cekeu cekeu nmonggo perkamen hani,0,0,0,0,0
retweet user sukmawati nyang tau baca puisi nurani naku kenal sukmawati nyang kenal iblis xe kali xa,1,1,1,0,0
pakdhe user berani test dna anti perintah percaya kalo pakdhe turun komunis,1,0,1,0,0
user user user user user user user user hihihihi ciri khas cebong kacung kalo dongok iya nih xf kali f kali kali xf kali f kali kali,1,1,0,1,0
ayat ringkas nbahasa makhluk aseng eaa kali assalam wassalam nhahaha karut hidup korang nih,1,0,1,0,0
sange hm mas mainin memek adek sayang,0,1,0,0,0
user gampang ya kalo kafir iya syahadat,0,0,0,0,0
sisternet kemendes pdtt dorong manfaat internet tingkat ekonomi desa,0,0,0,0,0
garuda sengaja bangkrut asai asing aseng cina laknat lengser user garuda bangkrut,1,0,0,0,1
user periode indonesia negara gagal gagal cipta juta lap kerja gagal kuasa gagal hutang gagal naik bbm user gagal potong kuping insyaallah,1,0,0,1,0
user omojy akun isi giveaway keakehan cocot,1,1,1,0,0
user sumpah iya gasuka orang norak nkalau pengin berisik sewa studio gatau udik ew,1,1,1,0,0
user indah cocot,0,1,0,0,0
user tebar nyir nyir teroris teroris indentik bom,0,0,0,0,0
user user user user coba deh mbak om taufik gerindra teman aseng nya pilih kepala daerah dki om taufik makan aseng daerah jakarta utara kemarin kampanye jug,0,0,0,0,0
ingat hati hati bersosmed dapat perangkap gaya komunikasi agresif provokatif jalan gelagar tuju retweet like yuk,0,0,0,0,0
user user user user user user user aduh bodoh iya sih nur sugik omong acara ahok acara ahok omong ngentad ngentod jancok ngasik ahok gelar,1,1,1,0,0
proyek infrastruktur perintah masalah baru proyek jalan tol manado bitung tumaluntung kabupaten minahasa utara sulawesi utara,0,0,0,0,0
rizal ramli pasca gubernur dki jakarta sejuk tenang,0,0,0,0,0
user user indonesia anti ungkit partai komunis indonesia cari presiden janga kait buruk,0,0,0,0,0
user he ajarin ajar kristen,0,0,0,0,0
part sebentar rocky usaha paham kali orang islam terima kitab suci al qur an anggap fiksi rasa al qur an fakta kehi,0,0,0,0,0
anak sekolah zaman now nmasuknya culun lulus orang dungu,0,1,0,0,0
user jauh goda setan kutuk,0,0,0,0,0
tangkap laku polisi lengser jokowi r jim partai komunis indonesia,1,0,0,0,1
user user asik iya budaya barat jaman romawi suka tukar critical amp cultural studies pusing ð,0,0,0,0,0
